No,チャプター名,カテゴリ名,親カテゴリ名,ナレッジタイトル（ノウハウ名）,ナレッジ概要,チェックアイテム名,検索手順,検索実施,移植要因,難易度,難易度詳細,目視確認,ヒアリング確認,検索対象ファイル,検索キーワード１,検索キーワード２,検索モジュール,ライン数算出,非算出理由,不明/TODO,ライン数,ライン数根拠,調査内容
56,,CORR (FNC-010-002),CORR,knowledge-56,,item-50,CORR\s*\(.*?\)\s*OVER,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,CORR\s*\(.*?\)\s*OVER,,,TRUE,,TODO:SE 手動算出,,,CORR\s*\(.*?\)\s*OVER
57,,COSH,FUNC MIGRATION,knowledge-57,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
58,,COSH (FNC-011-001),COSH,knowledge-58,<ns3:para>COSH\s*\( pattern関数は未サポートです。</ns3:para>,item-51,COSH\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,COSH\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,COSH\s*\(
58,,COSH (FNC-011-001),COSH,knowledge-58,,item-52,COSH\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,COSH\s*\(
58,,COSH (FNC-011-001),COSH,knowledge-58,,item-53,COSH\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,COSH\s*\(,,,TRUE,,TODO:SE 手動算出,,,COSH\s*\(
59,,COUNT,FUNC MIGRATION,knowledge-59,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
60,,COUNT (FNC-012-001),COUNT,knowledge-60,<ns3:para>COUNT\s*\(.*?\)\s*OVER pattern関数を含む、未サポートの構文を使用しています。</ns3:para>,item-54,COUNT\s*\(.*?\)\s*OVER,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,COUNT\s*\(.*?\)\s*OVER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,COUNT\s*\(.*?\)\s*OVER
60,,COUNT (FNC-012-001),COUNT,knowledge-60,,item-55,COUNT\s*\(.*?\)\s*OVER,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,COUNT\s*\(.*?\)\s*OVER
60,,COUNT (FNC-012-001),COUNT,knowledge-60,,item-56,COUNT\s*\(.*?\)\s*OVER,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,COUNT\s*\(.*?\)\s*OVER,,,TRUE,,TODO:SE 手動算出,,,COUNT\s*\(.*?\)\s*OVER
61,,COVAR_POP,FUNC MIGRATION,knowledge-61,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
62,,COVAR_POP (FNC-013-001),COVAR_POP,knowledge-62,<ns3:para>COVAR_POP\s*\( pattern関数は未サポートです。</ns3:para>,item-57,COVAR_POP\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,COVAR_POP\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,COVAR_POP\s*\(
62,,COVAR_POP (FNC-013-001),COVAR_POP,knowledge-62,,item-58,COVAR_POP\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,COVAR_POP\s*\(
62,,COVAR_POP (FNC-013-001),COVAR_POP,knowledge-62,,item-59,COVAR_POP\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,COVAR_POP\s*\(,,,TRUE,,TODO:SE 手動算出,,,COVAR_POP\s*\(
63,,COVAR_POP,FUNC MIGRATION,knowledge-63,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
64,,COVAR_POP (FNC-013-002),COVAR_POP,knowledge-64,<ns3:para>COVAR_POP\s*\(.*?\)\s*OVER pattern関数を含む、未サポートの構文を使用しています。</ns3:para>,item-60,COVAR_POP\s*\(.*?\)\s*OVER,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,COVAR_POP\s*\(.*?\)\s*OVER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,COVAR_POP\s*\(.*?\)\s*OVER
64,,COVAR_POP (FNC-013-002),COVAR_POP,knowledge-64,,item-61,COVAR_POP\s*\(.*?\)\s*OVER,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,COVAR_POP\s*\(.*?\)\s*OVER
64,,COVAR_POP (FNC-013-002),COVAR_POP,knowledge-64,,item-62,COVAR_POP\s*\(.*?\)\s*OVER,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,COVAR_POP\s*\(.*?\)\s*OVER,,,TRUE,,TODO:SE 手動算出,,,COVAR_POP\s*\(.*?\)\s*OVER
65,,COVAR_SAMP,FUNC MIGRATION,knowledge-65,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
66,,COVAR_SAMP (FNC-014-001),COVAR_SAMP,knowledge-66,<ns3:para>COVAR_SAMP\s*\( pattern関数は未サポートです。</ns3:para>,item-63,COVAR_SAMP\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,COVAR_SAMP\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,COVAR_SAMP\s*\(
66,,COVAR_SAMP (FNC-014-001),COVAR_SAMP,knowledge-66,,item-64,COVAR_SAMP\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,COVAR_SAMP\s*\(
66,,COVAR_SAMP (FNC-014-001),COVAR_SAMP,knowledge-66,,item-65,COVAR_SAMP\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,COVAR_SAMP\s*\(,,,TRUE,,TODO:SE 手動算出,,,COVAR_SAMP\s*\(
67,,COVAR_SAMP,FUNC MIGRATION,knowledge-67,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
68,,COVAR_SAMP (FNC-014-002),COVAR_SAMP,knowledge-68,<ns3:para>COVAR_SAMP\s*\(.*?\)\s*OVER pattern関数を含む、未サポートの構文を使用しています。</ns3:para>,item-66,COVAR_SAMP\s*\(.*?\)\s*OVER,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,COVAR_SAMP\s*\(.*?\)\s*OVER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,COVAR_SAMP\s*\(.*?\)\s*OVER
68,,COVAR_SAMP (FNC-014-002),COVAR_SAMP,knowledge-68,,item-67,COVAR_SAMP\s*\(.*?\)\s*OVER,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,COVAR_SAMP\s*\(.*?\)\s*OVER
68,,COVAR_SAMP (FNC-014-002),COVAR_SAMP,knowledge-68,,item-68,COVAR_SAMP\s*\(.*?\)\s*OVER,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,COVAR_SAMP\s*\(.*?\)\s*OVER,,,TRUE,,TODO:SE 手動算出,,,COVAR_SAMP\s*\(.*?\)\s*OVER
69,,CUME_DIST,FUNC MIGRATION,knowledge-69,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
70,,CUME_DIST (FNC-015-001),CUME_DIST,knowledge-70,<ns3:para>CUME_DIST\s*\( pattern関数は未サポートです。</ns3:para>,item-69,CUME_DIST\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,CUME_DIST\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,CUME_DIST\s*\(
70,,CUME_DIST (FNC-015-001),CUME_DIST,knowledge-70,,item-70,CUME_DIST\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,CUME_DIST\s*\(
70,,CUME_DIST (FNC-015-001),CUME_DIST,knowledge-70,,item-71,CUME_DIST\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,CUME_DIST\s*\(,,,TRUE,,TODO:SE 手動算出,,,CUME_DIST\s*\(
71,,DENSE_RANK,FUNC MIGRATION,knowledge-71,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
72,,DENSE_RANK (FNC-016-001),DENSE_RANK,knowledge-72,<ns3:para>DENSE_RANK\s*\( pattern関数は未サポートです。</ns3:para>,item-72,DENSE_RANK\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,DENSE_RANK\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,DENSE_RANK\s*\(
72,,DENSE_RANK (FNC-016-001),DENSE_RANK,knowledge-72,,item-73,DENSE_RANK\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,DENSE_RANK\s*\(
72,,DENSE_RANK (FNC-016-001),DENSE_RANK,knowledge-72,,item-74,DENSE_RANK\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,DENSE_RANK\s*\(,,,TRUE,,TODO:SE 手動算出,,,DENSE_RANK\s*\(
73,,DEREF,FUNC MIGRATION,knowledge-73,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
74,,DEREF (FNC-017-001),DEREF,knowledge-74,<ns3:para>DEREF\s*\( pattern関数は未サポートです。</ns3:para>,item-75,DEREF\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,DEREF\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,DEREF\s*\(
74,,DEREF (FNC-017-001),DEREF,knowledge-74,,item-76,DEREF\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,DEREF\s*\(
74,,DEREF (FNC-017-001),DEREF,knowledge-74,,item-77,DEREF\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,DEREF\s*\(,,,TRUE,,TODO:SE 手動算出,,,DEREF\s*\(
75,,DUMP,FUNC MIGRATION,knowledge-75,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
76,,DUMP (FNC-018-001),DUMP,knowledge-76,<ns3:para>DUMP\s*\( pattern関数は未サポートです。</ns3:para>,item-78,DUMP\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,DUMP\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,DUMP\s*\(
76,,DUMP (FNC-018-001),DUMP,knowledge-76,,item-79,DUMP\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,DUMP\s*\(
76,,DUMP (FNC-018-001),DUMP,knowledge-76,,item-80,DUMP\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,DUMP\s*\(,,,TRUE,,TODO:SE 手動算出,,,DUMP\s*\(
77,,EMPTY_BLOB,FUNC MIGRATION,knowledge-77,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
78,,EMPTY_BLOB (FNC-019-001),EMPTY_BLOB,knowledge-78,<ns3:para>EMPTY_BLOB\s*\( pattern関数は未サポートです。</ns3:para>,item-81,EMPTY_BLOB\s*\(,TRUE,DBMS の変更,Middle,中,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,EMPTY_BLOB\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,EMPTY_BLOB\s*\(
78,,EMPTY_BLOB (FNC-019-001),EMPTY_BLOB,knowledge-78,,item-82,EMPTY_BLOB\s*\(,TRUE,DBMS の変更,Middle,中,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,EMPTY_BLOB\s*\(
78,,EMPTY_BLOB (FNC-019-001),EMPTY_BLOB,knowledge-78,,item-83,EMPTY_BLOB\s*\(,TRUE,DBMS の変更,Middle,中,check,,*.properties,EMPTY_BLOB\s*\(,,,TRUE,,TODO:SE 手動算出,,,EMPTY_BLOB\s*\(
79,,EMPTY_CLOB,FUNC MIGRATION,knowledge-79,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
80,,EMPTY_CLOB (FNC-020-001),EMPTY_CLOB,knowledge-80,<ns3:para>EMPTY_CLOB\s*\( pattern関数は未サポートです。</ns3:para>,item-84,EMPTY_CLOB\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,EMPTY_CLOB\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,EMPTY_CLOB\s*\(
80,,EMPTY_CLOB (FNC-020-001),EMPTY_CLOB,knowledge-80,,item-85,EMPTY_CLOB\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,EMPTY_CLOB\s*\(
80,,EMPTY_CLOB (FNC-020-001),EMPTY_CLOB,knowledge-80,,item-86,EMPTY_CLOB\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,EMPTY_CLOB\s*\(,,,TRUE,,TODO:SE 手動算出,,,EMPTY_CLOB\s*\(
81,,FIRST_VALUE,FUNC MIGRATION,knowledge-81,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
82,,FIRST_VALUE (FNC-021-001),FIRST_VALUE,knowledge-82,<ns3:para>FIRST_VALUE\s*\( pattern関数は未サポートです。</ns3:para>,item-87,FIRST_VALUE\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,FIRST_VALUE\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,FIRST_VALUE\s*\(
82,,FIRST_VALUE (FNC-021-001),FIRST_VALUE,knowledge-82,,item-88,FIRST_VALUE\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,FIRST_VALUE\s*\(
82,,FIRST_VALUE (FNC-021-001),FIRST_VALUE,knowledge-82,,item-89,FIRST_VALUE\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,FIRST_VALUE\s*\(,,,TRUE,,TODO:SE 手動算出,,,FIRST_VALUE\s*\(
83,,GREATEST,FUNC MIGRATION,knowledge-83,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
84,,GREATEST (FNC-022-001),GREATEST,knowledge-84,<ns3:para>GREATEST\s*\( このまま移行する場合、引数のデータ型の暗黙の変換が同じ型になっているか注意する必要があります。また、文字の比較の場合は同じ結果が得られるか確認する必要があります。</ns3:para>,item-90,GREATEST\s*\(,TRUE,DBMS の変更,Middle,中,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GREATEST\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GREATEST\s*\(
84,,GREATEST (FNC-022-001),GREATEST,knowledge-84,,item-91,GREATEST\s*\(,TRUE,DBMS の変更,Middle,中,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GREATEST\s*\(
84,,GREATEST (FNC-022-001),GREATEST,knowledge-84,,item-92,GREATEST\s*\(,TRUE,DBMS の変更,Middle,中,check,,*.properties,GREATEST\s*\(,,,TRUE,,TODO:SE 手動算出,,,GREATEST\s*\(
85,,GROUPING,FUNC MIGRATION,knowledge-85,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
86,,GROUPING (FNC-023-001),GROUPING,knowledge-86,<ns3:para>GROUPING\s*\( pattern関数は未サポートです。</ns3:para>,item-93,GROUPING\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GROUPING\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GROUPING\s*\(
86,,GROUPING (FNC-023-001),GROUPING,knowledge-86,,item-94,GROUPING\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GROUPING\s*\(
86,,GROUPING (FNC-023-001),GROUPING,knowledge-86,,item-95,GROUPING\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GROUPING\s*\(,,,TRUE,,TODO:SE 手動算出,,,GROUPING\s*\(
87,,HEXTORAW,FUNC MIGRATION,knowledge-87,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
88,,HEXTORAW (FNC-024-001),HEXTORAW,knowledge-88,<ns3:para>HEXTORAW\s*\( pattern関数は未サポートです。</ns3:para>,item-96,HEXTORAW\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,HEXTORAW\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,HEXTORAW\s*\(
88,,HEXTORAW (FNC-024-001),HEXTORAW,knowledge-88,,item-97,HEXTORAW\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,HEXTORAW\s*\(
88,,HEXTORAW (FNC-024-001),HEXTORAW,knowledge-88,,item-98,HEXTORAW\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,HEXTORAW\s*\(,,,TRUE,,TODO:SE 手動算出,,,HEXTORAW\s*\(
89,,INSTR,FUNC MIGRATION,knowledge-89,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
90,,INSTR (FNC-025-001),INSTR,knowledge-90,<ns3:para>INSTR\s*\( pattern関数は未サポートです。</ns3:para>,item-99,INSTR\s*\(,TRUE,DBMS の変更,Low,低1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,INSTR\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,INSTR\s*\(
90,,INSTR (FNC-025-001),INSTR,knowledge-90,,item-100,INSTR\s*\(,TRUE,DBMS の変更,Low,低1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,INSTR\s*\(
90,,INSTR (FNC-025-001),INSTR,knowledge-90,,item-101,INSTR\s*\(,TRUE,DBMS の変更,Low,低1,check,,*.properties,INSTR\s*\(,,,TRUE,,TODO:SE 手動算出,,,INSTR\s*\(
91,,INSTRB,FUNC MIGRATION,knowledge-91,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
92,,INSTRB (FNC-026-001),INSTRB,knowledge-92,<ns3:para>INSTRB\s*\( pattern関数は未サポートです。</ns3:para>,item-102,INSTRB\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,INSTRB\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,INSTRB\s*\(
92,,INSTRB (FNC-026-001),INSTRB,knowledge-92,,item-103,INSTRB\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,INSTRB\s*\(
92,,INSTRB (FNC-026-001),INSTRB,knowledge-92,,item-104,INSTRB\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,INSTRB\s*\(,,,TRUE,,TODO:SE 手動算出,,,INSTRB\s*\(
93,,LAG,FUNC MIGRATION,knowledge-93,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
94,,LAG (FNC-027-001),LAG,knowledge-94,<ns3:para>LAG\s*\( pattern関数は未サポートです。</ns3:para>,item-105,LAG\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,LAG\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,LAG\s*\(
94,,LAG (FNC-027-001),LAG,knowledge-94,,item-106,LAG\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,LAG\s*\(
94,,LAG (FNC-027-001),LAG,knowledge-94,,item-107,LAG\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,LAG\s*\(,,,TRUE,,TODO:SE 手動算出,,,LAG\s*\(
95,,LAST_DAY,FUNC MIGRATION,knowledge-95,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
96,,LAST_DAY (FNC-028-001),LAST_DAY,knowledge-96,<ns3:para>LAST_DAY\s*\( pattern関数は未サポートです。</ns3:para>,item-108,LAST_DAY\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,LAST_DAY\s*\(,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,LAST_DAY\s*\(
96,,LAST_DAY (FNC-028-001),LAST_DAY,knowledge-96,,item-109,LAST_DAY\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,LAST_DAY\s*\(
96,,LAST_DAY (FNC-028-001),LAST_DAY,knowledge-96,,item-110,LAST_DAY\s*\(,TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,LAST_DAY\s*\(,,,TRUE,,TODO:SE 手動算出,,,LAST_DAY\s*\(
97,,LAST_VALUE,FUNC MIGRATION,knowledge-97,<ns3:para></ns3:para>,,,,,,,,,,,,,,,,,,
